Run,Assay Type,AssemblyName,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolate_name_alias,Isolation_source,Lat_Lon,Library
Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SAMPLE_TYPE,Serovar,SRA Study,Strain,VirulenceMarker
SRR3357280,WGS,ASM920v1,302,332048396,PRJNA315363,SAMN04625234,"Microbe\, viral or environmental",141140517,MODMEDMICOXFORD,ModMedMicOxford,2014-11-18,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1690740,United Kingdom,Europe,United Kingdom: Brighton,Illumina HiSeq 2000,NA,clinical sample,Not Recorded,NA,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-12T00:00:00Z,2016-04-11T19:42:00Z,1,MMMOSAM:d399ca1d-f67d-41c8-a2b3-c016456616b2,whole organism,NA,SRP072971,NA,NA
SRR3357317,WGS,ASM920v1,302,398786470,PRJNA315363,SAMN04625258,"Microbe\, viral or environmental",166665572,MODMEDMICOXFORD,ModMedMicOxford,2014-11-21,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1690765,United Kingdom,Europe,United Kingdom: Brighton,Illumina HiSeq 2000,NA,clinical sample,Not Recorded,NA,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-12T00:00:00Z,2016-04-11T19:46:00Z,1,MMMOSAM:ebd6fdb5-613b-4220-ad84-65a2a802462c,whole organism,NA,SRP072971,NA,NA
SRR3360287,WGS,ASM920v1,302,367008520,PRJNA315363,SAMN04625000,"Microbe\, viral or environmental",173588674,MODMEDMICOXFORD,ModMedMicOxford,2012-01-19,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1692247,United Kingdom,Europe,United Kingdom: Northumberland,Illumina HiSeq 2000,NA,clinical sample,Not Recorded,NA,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-12T00:00:00Z,2016-04-12T06:21:00Z,1,MMMOSAM:04e9a5d3-f411-441a-af31-a6d6e4dd1dc2,whole organism,NA,SRP072971,NA,NA
SRR3360294,WGS,ASM920v1,302,577385646,PRJNA315363,SAMN04625007,"Microbe\, viral or environmental",271579138,MODMEDMICOXFORD,ModMedMicOxford,2012-10-12,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1692254,United Kingdom,Europe,United Kingdom: Northumberland,Illumina HiSeq 2000,NA,clinical sample,Not Recorded,NA,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-12T00:00:00Z,2016-04-12T06:22:00Z,1,MMMOSAM:2654172e-56d4-4b1d-9f9b-98a499a40e34,whole organism,NA,SRP072971,NA,NA
SRR3360300,WGS,ASM920v1,302,497419670,PRJNA315363,SAMN04625013,"Microbe\, viral or environmental",237057957,MODMEDMICOXFORD,ModMedMicOxford,2011-08-31,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1692260,United Kingdom,Europe,United Kingdom: Northumberland,Illumina HiSeq 2000,NA,clinical sample,Not Recorded,NA,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-12T00:00:00Z,2016-04-12T06:22:00Z,1,MMMOSAM:3828b458-c258-4dbd-8ffb-2fbfe8f2e1d4,whole organism,NA,SRP072971,NA,NA
SRR3360311,WGS,ASM920v1,302,505290092,PRJNA315363,SAMN04625024,"Microbe\, viral or environmental",239974055,MODMEDMICOXFORD,ModMedMicOxford,2012-02-22,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1692271,United Kingdom,Europe,United Kingdom: Northumberland,Illumina HiSeq 2000,NA,clinical sample,Not Recorded,NA,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-12T00:00:00Z,2016-04-12T06:23:00Z,1,MMMOSAM:5d2b6a95-5b85-4272-949c-3251e55bd52f,whole organism,NA,SRP072971,NA,NA
SRR3360315,WGS,ASM920v1,302,414141056,PRJNA315363,SAMN04625028,"Microbe\, viral or environmental",204444590,MODMEDMICOXFORD,ModMedMicOxford,2013-02-18,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1692275,United Kingdom,Europe,United Kingdom: Northumberland,Illumina HiSeq 2000,NA,clinical sample,Not Recorded,NA,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-12T00:00:00Z,2016-04-12T06:23:00Z,1,MMMOSAM:667a7c59-42d5-435a-8b9b-51bf59d6439a,whole organism,NA,SRP072971,NA,NA
SRR3360321,WGS,ASM920v1,302,473719012,PRJNA315363,SAMN04625034,"Microbe\, viral or environmental",227880777,MODMEDMICOXFORD,ModMedMicOxford,2013-03-01,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1692281,United Kingdom,Europe,United Kingdom: Northumberland,Illumina HiSeq 2000,NA,clinical sample,Not Recorded,NA,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-12T00:00:00Z,2016-04-12T06:24:00Z,1,MMMOSAM:84002148-ba29-43b2-aad8-b8fa2b846c40,whole organism,NA,SRP072971,NA,NA
SRR3360324,WGS,ASM920v1,302,305036912,PRJNA315363,SAMN04625037,"Microbe\, viral or environmental",149424180,MODMEDMICOXFORD,ModMedMicOxford,2012-10-17,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1692284,United Kingdom,Europe,United Kingdom: Northumberland,Illumina HiSeq 2000,NA,clinical sample,Not Recorded,NA,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-12T00:00:00Z,2016-04-12T06:23:00Z,1,MMMOSAM:91ceadea-a0e5-4721-907e-eadf07fb1a93,whole organism,NA,SRP072971,NA,NA
SRR3360612,WGS,ASM920v1,302,396457748,PRJNA315363,SAMN04624857,"Microbe\, viral or environmental",140075629,MODMEDMICOXFORD,ModMedMicOxford,2010-09-07,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1692514,United Kingdom,Europe,United Kingdom: Brighton,Illumina HiSeq 2000,NA,clinical sample,Not Recorded,NA,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-12T00:00:00Z,2016-04-12T06:41:00Z,1,MMMOSAM:3d235c33-96d8-415c-be99-c29c8d1681d9,whole organism,NA,SRP072971,NA,NA
SRR3360613,WGS,ASM920v1,302,436932090,PRJNA315363,SAMN04624858,"Microbe\, viral or environmental",156821681,MODMEDMICOXFORD,ModMedMicOxford,2007-06-07,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1692515,United Kingdom,Europe,United Kingdom: Brighton,Illumina HiSeq 2000,NA,clinical sample,Not Recorded,NA,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-12T00:00:00Z,2016-04-12T06:41:00Z,1,MMMOSAM:3d48f53f-7f0f-4747-91dc-771689569a1f,whole organism,NA,SRP072971,NA,NA
SRR3360615,WGS,ASM920v1,302,262685036,PRJNA315363,SAMN04624860,"Microbe\, viral or environmental",104083516,MODMEDMICOXFORD,ModMedMicOxford,2008-06-27,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1692517,United Kingdom,Europe,United Kingdom: Brighton,Illumina HiSeq 2000,NA,clinical sample,Not Recorded,NA,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-12T00:00:00Z,2016-04-12T06:41:00Z,1,MMMOSAM:3f5627d2-118f-491a-a6cd-0d9b3d734e36,whole organism,NA,SRP072971,NA,NA
SRR3360630,WGS,ASM920v1,302,425662658,PRJNA315363,SAMN04624875,"Microbe\, viral or environmental",152385778,MODMEDMICOXFORD,ModMedMicOxford,2009-08-03,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1692532,United Kingdom,Europe,United Kingdom: Brighton,Illumina HiSeq 2000,NA,clinical sample,Not Recorded,NA,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-12T00:00:00Z,2016-04-12T06:44:00Z,1,MMMOSAM:5a9c227e-e300-4358-94e6-dd3a3fec1a47,whole organism,NA,SRP072971,NA,NA
SRR3360635,WGS,ASM920v1,302,368982694,PRJNA315363,SAMN04624880,"Microbe\, viral or environmental",142687799,MODMEDMICOXFORD,ModMedMicOxford,2009-09-11,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1692537,United Kingdom,Europe,United Kingdom: Brighton,Illumina HiSeq 2000,NA,clinical sample,Not Recorded,NA,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-12T00:00:00Z,2016-04-12T07:12:00Z,1,MMMOSAM:5fd5840e-a793-40d2-a00d-ce61e60ee76a,whole organism,NA,SRP072971,NA,NA
SRR3360639,WGS,ASM920v1,302,340115118,PRJNA315363,SAMN04624884,"Microbe\, viral or environmental",131823787,MODMEDMICOXFORD,ModMedMicOxford,2008-08-04,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1692541,United Kingdom,Europe,United Kingdom: Brighton,Illumina HiSeq 2000,NA,clinical sample,Not Recorded,NA,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-12T00:00:00Z,2016-04-12T07:12:00Z,1,MMMOSAM:67006e07-dc5d-42c0-b58a-24d412b7900e,whole organism,NA,SRP072971,NA,NA
SRR3360644,WGS,ASM920v1,302,551384654,PRJNA315363,SAMN04624889,"Microbe\, viral or environmental",210443129,MODMEDMICOXFORD,ModMedMicOxford,2009-08-25,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1692546,United Kingdom,Europe,United Kingdom: Brighton,Illumina HiSeq 2000,NA,clinical sample,Not Recorded,NA,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-12T00:00:00Z,2016-04-12T07:14:00Z,1,MMMOSAM:6bb9e4e4-f998-46b6-a2c0-7149c876bc58,whole organism,NA,SRP072971,NA,NA
SRR3360650,WGS,ASM920v1,302,547493082,PRJNA315363,SAMN04624895,"Microbe\, viral or environmental",197266054,MODMEDMICOXFORD,ModMedMicOxford,2010-08-18,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1692552,United Kingdom,Europe,United Kingdom: Brighton,Illumina HiSeq 2000,NA,clinical sample,Not Recorded,NA,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-12T00:00:00Z,2016-04-12T07:15:00Z,1,MMMOSAM:717b3ee1-04e3-4585-a28a-4fcb47b82ea9,whole organism,NA,SRP072971,NA,NA
SRR3360669,WGS,ASM920v1,302,330077242,PRJNA315363,SAMN04624914,"Microbe\, viral or environmental",121204393,MODMEDMICOXFORD,ModMedMicOxford,2008-06-16,public,"bam,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1692572,United Kingdom,Europe,United Kingdom: Brighton,Illumina HiSeq 2000,NA,clinical sample,Not Recorded,NA,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-12T00:00:00Z,2016-04-12T07:17:00Z,1,MMMOSAM:86a10a6d-3405-4ff7-a5e8-c68a1143a82a,whole organism,NA,SRP072971,NA,NA
SRR3360673,WGS,ASM920v1,302,531494934,PRJNA315363,SAMN04624918,"Microbe\, viral or environmental",252912517,MODMEDMICOXFORD,ModMedMicOxford,2010-08-24,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1692576,United Kingdom,Europe,United Kingdom: Northumberland,Illumina HiSeq 2000,NA,clinical sample,Not Recorded,NA,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-12T00:00:00Z,2016-04-12T07:17:00Z,1,MMMOSAM:8e5766d9-0293-4cd3-b232-249a7f02b8c1,whole organism,NA,SRP072971,NA,NA
SRR3360681,WGS,ASM920v1,302,345153082,PRJNA315363,SAMN04624926,"Microbe\, viral or environmental",132023141,MODMEDMICOXFORD,ModMedMicOxford,2005-06-30,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1692584,United Kingdom,Europe,United Kingdom: Brighton,Illumina HiSeq 2000,NA,clinical sample,Not Recorded,NA,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-12T00:00:00Z,2016-04-12T07:18:00Z,1,MMMOSAM:9c4612e8-7cae-42aa-a7e7-8ee33e967996,whole organism,NA,SRP072971,NA,NA
SRR3360698,WGS,ASM920v1,302,387338858,PRJNA315363,SAMN04624943,"Microbe\, viral or environmental",147148637,MODMEDMICOXFORD,ModMedMicOxford,2010-07-13,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1692601,United Kingdom,Europe,United Kingdom: Brighton,Illumina HiSeq 2000,NA,clinical sample,Not Recorded,NA,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-12T00:00:00Z,2016-04-12T07:21:00Z,1,MMMOSAM:b7d05d5e-5c93-48ac-9e58-301a97f95327,whole organism,NA,SRP072971,NA,NA
SRR3360699,WGS,ASM920v1,302,524574302,PRJNA315363,SAMN04624944,"Microbe\, viral or environmental",249902311,MODMEDMICOXFORD,ModMedMicOxford,2006-05-22,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1692602,United Kingdom,Europe,United Kingdom: Wales,Illumina HiSeq 2000,NA,clinical sample,Not Recorded,NA,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-12T00:00:00Z,2016-04-12T07:20:00Z,1,MMMOSAM:b957a364-9e3a-4221-b001-0339ad4e5637,whole organism,NA,SRP072971,NA,NA
SRR3360701,WGS,ASM920v1,302,517934832,PRJNA315363,SAMN04624946,"Microbe\, viral or environmental",183498653,MODMEDMICOXFORD,ModMedMicOxford,2007-06-01,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1692604,United Kingdom,Europe,United Kingdom: Brighton,Illumina HiSeq 2000,NA,clinical sample,Not Recorded,NA,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-12T00:00:00Z,2016-04-12T07:20:00Z,1,MMMOSAM:bad4486b-21ca-4008-9f34-f8638dbc944c,whole organism,NA,SRP072971,NA,NA
SRR3360746,WGS,ASM920v1,302,420036398,PRJNA315363,SAMN04624990,"Microbe\, viral or environmental",160323064,MODMEDMICOXFORD,ModMedMicOxford,2010-09-23,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1692648,United Kingdom,Europe,United Kingdom: Brighton,Illumina HiSeq 2000,NA,clinical sample,Not Recorded,NA,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-12T00:00:00Z,2016-04-12T07:25:00Z,1,MMMOSAM:f834b15a-b0c0-400d-af49-49e36aa342dd,whole organism,NA,SRP072971,NA,NA
SRR3360750,WGS,ASM920v1,302,668928188,PRJNA315363,SAMN04624994,"Microbe\, viral or environmental",255538816,MODMEDMICOXFORD,ModMedMicOxford,2007-08-07,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1692652,United Kingdom,Europe,United Kingdom: Brighton,Illumina HiSeq 2000,NA,clinical sample,Not Recorded,NA,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-12T00:00:00Z,2016-04-12T07:26:00Z,1,MMMOSAM:fa2333da-c348-4a4e-949f-25717d2d603e,whole organism,NA,SRP072971,NA,NA
SRR3360754,WGS,ASM920v1,302,561850464,PRJNA315363,SAMN04624998,"Microbe\, viral or environmental",195613299,MODMEDMICOXFORD,ModMedMicOxford,2007-06-20,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1692656,United Kingdom,Europe,United Kingdom: Brighton,Illumina HiSeq 2000,NA,clinical sample,Not Recorded,NA,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-12T00:00:00Z,2016-04-12T07:26:00Z,1,MMMOSAM:fd29694e-4e38-459f-a234-258f34febefc,whole organism,NA,SRP072971,NA,NA
SRR3360809,WGS,ASM920v1,302,397005878,PRJNA315363,SAMN04624712,"Microbe\, viral or environmental",165938102,MODMEDMICOXFORD,ModMedMicOxford,2013-08-02,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1692672,United Kingdom,Europe,United Kingdom: London,Illumina HiSeq 2000,NA,clinical sample,Not Recorded,NA,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-12T00:00:00Z,2016-04-12T07:42:00Z,1,MMMOSAM:7e8a4300-430e-499f-8a95-293a9ca14308,whole organism,NA,SRP072971,NA,NA
SRR3360823,WGS,ASM920v1,302,419037080,PRJNA315363,SAMN04624722,"Microbe\, viral or environmental",202694884,MODMEDMICOXFORD,ModMedMicOxford,2012-12-04,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1692682,United Kingdom,Europe,United Kingdom: Brighton,Illumina HiSeq 2000,NA,clinical sample,Not Recorded,NA,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-12T00:00:00Z,2016-04-12T07:12:00Z,1,MMMOSAM:886da7f5-596b-4a2a-855b-598a92e8a4c8,whole organism,NA,SRP072971,NA,NA
SRR3360839,WGS,ASM920v1,302,493199824,PRJNA315363,SAMN04624738,"Microbe\, viral or environmental",200510471,MODMEDMICOXFORD,ModMedMicOxford,2013-08-02,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1692698,United Kingdom,Europe,United Kingdom: London,Illumina HiSeq 2000,NA,clinical sample,Not Recorded,NA,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-12T00:00:00Z,2016-04-12T07:44:00Z,1,MMMOSAM:a3f91c31-0bca-453a-954a-57f28d80e7e4,whole organism,NA,SRP072971,NA,NA
SRR3360840,WGS,ASM920v1,302,457008748,PRJNA315363,SAMN04624739,"Microbe\, viral or environmental",179892864,MODMEDMICOXFORD,ModMedMicOxford,2013-08-12,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1692699,United Kingdom,Europe,United Kingdom: London,Illumina HiSeq 2000,NA,clinical sample,Not Recorded,NA,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-12T00:00:00Z,2016-04-12T07:44:00Z,1,MMMOSAM:a62f10a3-5389-4049-a62b-caea922c6178,whole organism,NA,SRP072971,NA,NA
SRR3360869,WGS,ASM920v1,302,424924872,PRJNA315363,SAMN04624768,"Microbe\, viral or environmental",168581689,MODMEDMICOXFORD,ModMedMicOxford,2013-06-07,public,"bam,run.zq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX1692728,United Kingdom,Europe,United Kingdom: London,Illumina HiSeq 2000,NA,clinical sample,Not Recorded,NA,PAIRED,RANDOM,GENOMIC,Neisseria gonorrhoeae,ILLUMINA,2016-07-12T00:00:00Z,2016-04-12T07:47:00Z,1,MMMOSAM:ceb46811-89ba-4817-9278-5b3442646979,whole organism,NA,SRP072971,NA,NA
