FILE	missing	percentage
AUSMDU00011198	78	0.047330097087378675
AUSMDU00011199	80	0.048543689
AUSMDU00011200	79	0.047936893
AUSMDU00011201	86	0.052184466
AUSMDU00011202	78	0.047330097087378675
AUSMDU00011203	76	0.046116505
AUSMDU00011204	91	0.055218447
AUSMDU00011205	90	0.054611650485436924
AUSMDU00011206	87	0.052791262135922334
AUSMDU00011207	88	0.053398058
AUSMDU00011208	82	0.049757282
AUSMDU00011209	87	0.052791262135922334
AUSMDU00011210	76	0.046116505
AUSMDU00011219	95	0.057645631
AUSMDU00011220	85	0.05157767
AUSMDU00011221	91	0.055218447
AUSMDU00011222	96	0.058252427184465994
AUSMDU00011223	92	0.055825243
AUSMDU00011224	80	0.048543689
AUSMDU00011225	79	0.047936893
AUSMDU00011226	82	0.049757282
AUSMDU00011227	92	0.055825243
AUSMDU00011228	76	0.046116505
AUSMDU00011229	89	0.054004854
AUSMDU00011230	94	0.057038835
AUSMDU00011231	78	0.047330097087378675
AUSMDU00011232	89	0.054004854
AUSMDU00011233	86	0.052184466
AUSMDU00011234	80	0.048543689
AUSMDU00011235	88	0.053398058
AUSMDU00011236	84	0.050970873786407744
AUSMDU00011237	91	0.055218447
AUSMDU00011238	89	0.054004854
AUSMDU00011239	90	0.054611650485436924
AUSMDU00011240	75	0.045509708737864085
AUSMDU00011241	82	0.049757282
AUSMDU00011242	90	0.054611650485436924
AUSMDU00011243	76	0.046116505
AUSMDU00011244	91	0.055218447
AUSMDU00011245	91	0.055218447
AUSMDU00011246	83	0.050364078
AUSMDU00011247	93	0.056432038834951403
AUSMDU00011248	93	0.056432038834951403
AUSMDU00011249	91	0.055218447
AUSMDU00011250	87	0.052791262135922334
AUSMDU00011251	77	0.046723301
AUSMDU00011252	81	0.049150485436893154
AUSMDU00011253	85	0.05157767
AUSMDU00011254	89	0.054004854
AUSMDU00011342	87	0.052791262135922334
AUSMDU00011343	91	0.055218447
AUSMDU00011344	90	0.054611650485436924
AUSMDU00011345	91	0.055218447
AUSMDU00011347	85	0.05157767
AUSMDU00011348	83	0.050364078
AUSMDU00011349	92	0.055825243
AUSMDU00011350	89	0.054004854
AUSMDU00011351	86	0.052184466
AUSMDU00011352	87	0.052791262135922334
AUSMDU00011354	83	0.050364078
AUSMDU00011356	93	0.056432038834951403
AUSMDU00011357	85	0.05157767
AUSMDU00011359	92	0.055825243
AUSMDU00011360	89	0.054004854
AUSMDU00011361	87	0.052791262135922334
AUSMDU00011362	88	0.053398058
AUSMDU00011363	92	0.055825243
AUSMDU00011365	93	0.056432038834951403
AUSMDU00011367	87	0.052791262135922334
AUSMDU00011369	94	0.057038835
AUSMDU00011371	87	0.052791262135922334
AUSMDU00011373	90	0.054611650485436924
AUSMDU00011374	82	0.049757282
AUSMDU00011376	88	0.053398058
AUSMDU00011377	76	0.046116505
AUSMDU00011409	91	0.055218447
AUSMDU00011410	82	0.049757282
AUSMDU00011411	88	0.053398058
AUSMDU00011412	82	0.049757282
AUSMDU00011413	89	0.054004854
AUSMDU00011414	83	0.050364078
AUSMDU00011415	87	0.052791262135922334
AUSMDU00011416	87	0.052791262135922334
AUSMDU00011417	86	0.052184466
AUSMDU00011418	90	0.054611650485436924
AUSMDU00011419	87	0.052791262135922334
AUSMDU00011420	85	0.05157767
AUSMDU00011421	92	0.055825243
AUSMDU00011422	82	0.049757282
AUSMDU00011423	93	0.056432038834951403
AUSMDU00011424	89	0.054004854
AUSMDU00011425	94	0.057038835
AUSMDU00011426	89	0.054004854
AUSMDU00011427	91	0.055218447
AUSMDU00011428	97	0.058859223
AUSMDU00011429	92	0.055825243
AUSMDU00011430	87	0.052791262135922334
AUSMDU00011431	93	0.056432038834951403
AUSMDU00011432	83	0.050364078
AUSMDU00011433	85	0.05157767
AUSMDU00011434	81	0.049150485436893154
AUSMDU00011435	96	0.058252427184465994
AUSMDU00011436	82	0.049757282
AUSMDU00011437	86	0.052184466
AUSMDU00011438	86	0.052184466
AUSMDU00011439	87	0.052791262135922334
AUSMDU00011440	90	0.054611650485436924
AUSMDU00011441	77	0.046723301
AUSMDU00011442	79	0.047936893
AUSMDU00011443	87	0.052791262135922334
AUSMDU00011444	89	0.054004854
AUSMDU00011445	88	0.053398058
AUSMDU00011446	90	0.054611650485436924
AUSMDU00011447	87	0.052791262135922334
AUSMDU00011448	90	0.054611650485436924
AUSMDU00011449	79	0.047936893
AUSMDU00011495	83	0.050364078
AUSMDU00011496	92	0.055825243
AUSMDU00011497	77	0.046723301
AUSMDU00011498	86	0.052184466
AUSMDU00011499	89	0.054004854
AUSMDU00011500	85	0.05157767
AUSMDU00011501	91	0.055218447
AUSMDU00011502	83	0.050364078
AUSMDU00011503	90	0.054611650485436924
AUSMDU00011504	83	0.050364078
AUSMDU00011505	89	0.054004854
AUSMDU00011506	93	0.056432038834951403
AUSMDU00011507	87	0.052791262135922334
AUSMDU00011508	87	0.052791262135922334
AUSMDU00011509	79	0.047936893
AUSMDU00011510	93	0.056432038834951403
AUSMDU00011511	90	0.054611650485436924
AUSMDU00011512	88	0.053398058
AUSMDU00011513	85	0.05157767
AUSMDU00011514	84	0.050970873786407744
AUSMDU00011515	79	0.047936893
AUSMDU00011516	86	0.052184466
AUSMDU00011517	94	0.057038835
AUSMDU00011518	95	0.057645631
AUSMDU00011519	95	0.057645631
AUSMDU00011520	87	0.052791262135922334
AUSMDU00011521	90	0.054611650485436924
AUSMDU00011522	89	0.054004854
AUSMDU00011523	94	0.057038835
AUSMDU00011524	85	0.05157767
AUSMDU00011525	92	0.055825243
AUSMDU00011526	95	0.057645631
AUSMDU00011527	82	0.049757282
AUSMDU00011528	87	0.052791262135922334
AUSMDU00011529	89	0.054004854
AUSMDU00011530	83	0.050364078
AUSMDU00011531	76	0.046116505
AUSMDU00011532	92	0.055825243
AUSMDU00011533	93	0.056432038834951403
AUSMDU00011534	88	0.053398058
AUSMDU00011535	104	0.063106796
AUSMDU00011536	82	0.049757282
AUSMDU00011537	78	0.047330097087378675
AUSMDU00011538	93	0.056432038834951403
AUSMDU00011539	96	0.058252427184465994
AUSMDU00011540	85	0.05157767
AUSMDU00011541	97	0.058859223
AUSMDU00011542	97	0.058859223
AUSMDU00011543	99	0.060072815533980584
AUSMDU00011544	96	0.058252427184465994
AUSMDU00011589	76	0.046116505
AUSMDU00011590	85	0.05157767
AUSMDU00011591	85	0.05157767
AUSMDU00011592	81	0.049150485436893154
AUSMDU00011593	78	0.047330097087378675
AUSMDU00011594	88	0.053398058
AUSMDU00011595	91	0.055218447
AUSMDU00011596	83	0.050364078
AUSMDU00011597	78	0.047330097087378675
AUSMDU00011598	88	0.053398058
AUSMDU00011599	86	0.052184466
AUSMDU00011600	91	0.055218447
AUSMDU00011601	90	0.054611650485436924
AUSMDU00011602	86	0.052184466
AUSMDU00011603	92	0.055825243
AUSMDU00011604	89	0.054004854
AUSMDU00011605	87	0.052791262135922334
AUSMDU00011606	86	0.052184466
AUSMDU00011607	87	0.052791262135922334
AUSMDU00011608	94	0.057038835
AUSMDU00011609	86	0.052184466
AUSMDU00011610	85	0.05157767
AUSMDU00011611	87	0.052791262135922334
AUSMDU00011612	82	0.049757282
AUSMDU00011613	85	0.05157767
AUSMDU00011614	95	0.057645631
AUSMDU00011615	88	0.053398058
AUSMDU00011616	85	0.05157767
AUSMDU00011617	97	0.058859223
AUSMDU00011618	86	0.052184466
AUSMDU00011619	83	0.050364078
AUSMDU00011620	84	0.050970873786407744
AUSMDU00011621	94	0.057038835
AUSMDU00011622	80	0.048543689
AUSMDU00011623	79	0.047936893
AUSMDU00011624	89	0.054004854
AUSMDU00011625	86	0.052184466
AUSMDU00011626	87	0.052791262135922334
AUSMDU00011627	87	0.052791262135922334
AUSMDU00011628	94	0.057038835
AUSMDU00011629	88	0.053398058
AUSMDU00011630	82	0.049757282
AUSMDU00011631	87	0.052791262135922334
AUSMDU00011632	91	0.055218447
AUSMDU00011633	89	0.054004854
AUSMDU00011634	87	0.052791262135922334
AUSMDU00011635	83	0.050364078
AUSMDU00011636	88	0.053398058
AUSMDU00011637	81	0.049150485436893154
AUSMDU00011638	87	0.052791262135922334
AUSMDU00011639	88	0.053398058
AUSMDU00011640	78	0.047330097087378675
AUSMDU00011641	96	0.058252427184465994
AUSMDU00011642	90	0.054611650485436924
AUSMDU00011643	77	0.046723301
AUSMDU00011644	81	0.049150485436893154
AUSMDU00011645	89	0.054004854
AUSMDU00011646	89	0.054004854
AUSMDU00011647	89	0.054004854
AUSMDU00011648	89	0.054004854
AUSMDU00011649	87	0.052791262135922334
AUSMDU00011650	85	0.05157767
AUSMDU00011651	85	0.05157767
AUSMDU00011652	88	0.053398058
AUSMDU00011653	91	0.055218447
AUSMDU00011654	85	0.05157767
AUSMDU00011655	89	0.054004854
AUSMDU00011656	85	0.05157767
AUSMDU00011657	77	0.046723301
AUSMDU00011658	80	0.048543689
AUSMDU00011659	88	0.053398058
AUSMDU00011660	94	0.057038835
AUSMDU00011661	90	0.054611650485436924
AUSMDU00011662	86	0.052184466
AUSMDU00011663	83	0.050364078
AUSMDU00011664	83	0.050364078
AUSMDU00011665	76	0.046116505
AUSMDU00011666	89	0.054004854
AUSMDU00011667	80	0.048543689
AUSMDU00011668	80	0.048543689
AUSMDU00011669	80	0.048543689
AUSMDU00011670	82	0.049757282
AUSMDU00011671	85	0.05157767
AUSMDU00011718	75	0.045509708737864085
AUSMDU00011719	86	0.052184466
AUSMDU00011720	92	0.055825243
AUSMDU00011721	74	0.044902913
AUSMDU00011722	90	0.054611650485436924
AUSMDU00011723	86	0.052184466
AUSMDU00011724	83	0.050364078
AUSMDU00011725	78	0.047330097087378675
AUSMDU00011726	85	0.05157767
AUSMDU00011727	94	0.057038835
AUSMDU00011728	87	0.052791262135922334
AUSMDU00011729	87	0.052791262135922334
AUSMDU00011730	92	0.055825243
AUSMDU00011731	89	0.054004854
AUSMDU00011732	79	0.047936893
AUSMDU00011733	94	0.057038835
AUSMDU00011734	91	0.055218447
AUSMDU00011735	86	0.052184466
AUSMDU00011736	89	0.054004854
AUSMDU00011737	84	0.050970873786407744
AUSMDU00011738	78	0.047330097087378675
AUSMDU00011739	83	0.050364078
AUSMDU00011740	81	0.049150485436893154
AUSMDU00011741	86	0.052184466
AUSMDU00011742	77	0.046723301
AUSMDU00011743	80	0.048543689
AUSMDU00011744	86	0.052184466
AUSMDU00011745	88	0.053398058
AUSMDU00011746	85	0.05157767
AUSMDU00011747	92	0.055825243
AUSMDU00011748	93	0.056432038834951403
AUSMDU00011749	87	0.052791262135922334
AUSMDU00011750	95	0.057645631
AUSMDU00011751	79	0.047936893
AUSMDU00011752	91	0.055218447
AUSMDU00011753	93	0.056432038834951403
AUSMDU00011754	89	0.054004854
AUSMDU00011755	88	0.053398058
AUSMDU00011756	92	0.055825243
AUSMDU00011757	87	0.052791262135922334
AUSMDU00011758	94	0.057038835
AUSMDU00011759	89	0.054004854
AUSMDU00011760	77	0.046723301
AUSMDU00011761	84	0.050970873786407744
AUSMDU00011762	87	0.052791262135922334
AUSMDU00011763	78	0.047330097087378675
AUSMDU00011764	74	0.044902913
AUSMDU00011765	87	0.052791262135922334
AUSMDU00011766	87	0.052791262135922334
AUSMDU00011767	85	0.05157767
AUSMDU00011768	80	0.048543689
AUSMDU00011769	79	0.047936893
AUSMDU00011770	84	0.050970873786407744
AUSMDU00011771	85	0.05157767
AUSMDU00011772	77	0.046723301
AUSMDU00011773	83	0.050364078
AUSMDU00011774	84	0.050970873786407744
AUSMDU00011775	79	0.047936893
AUSMDU00011776	73	0.044296117
AUSMDU00011777	78	0.047330097087378675
AUSMDU00011778	85	0.05157767
AUSMDU00011779	87	0.052791262135922334
AUSMDU00011780	84	0.050970873786407744
AUSMDU00011781	79	0.047936893
AUSMDU00011782	84	0.050970873786407744
AUSMDU00011783	91	0.055218447
AUSMDU00011784	80	0.048543689
AUSMDU00011785	90	0.054611650485436924
AUSMDU00011786	86	0.052184466
AUSMDU00011787	82	0.049757282
AUSMDU00011788	87	0.052791262135922334
AUSMDU00011789	86	0.052184466
AUSMDU00011790	85	0.05157767
AUSMDU00011791	82	0.049757282
AUSMDU00011792	86	0.052184466
AUSMDU00011793	86	0.052184466
AUSMDU00011794	83	0.050364078
AUSMDU00011795	80	0.048543689
AUSMDU00011796	85	0.05157767
AUSMDU00011797	89	0.054004854
AUSMDU00011798	81	0.049150485436893154
AUSMDU00011799	81	0.049150485436893154
AUSMDU00011800	89	0.054004854
AUSMDU00011801	85	0.05157767
AUSMDU00011802	81	0.049150485436893154
AUSMDU00011803	86	0.052184466
AUSMDU00011804	89	0.054004854
AUSMDU00011805	82	0.049757282
AUSMDU00011806	79	0.047936893
AUSMDU00011807	85	0.05157767
AUSMDU00011808	85	0.05157767
AUSMDU00011809	92	0.055825243
AUSMDU00011810	83	0.050364078
AUSMDU00011811	81	0.049150485436893154
AUSMDU00011812	80	0.048543689
AUSMDU00011896	89	0.054004854
AUSMDU00011897	93	0.056432038834951403
AUSMDU00011898	85	0.05157767
AUSMDU00011899	82	0.049757282
AUSMDU00011900	95	0.057645631
AUSMDU00011901	83	0.050364078
AUSMDU00011902	77	0.046723301
AUSMDU00011903	78	0.047330097087378675
AUSMDU00011904	84	0.050970873786407744
AUSMDU00011905	93	0.056432038834951403
AUSMDU00011906	77	0.046723301
AUSMDU00011907	94	0.057038835
AUSMDU00011908	87	0.052791262135922334
AUSMDU00011909	94	0.057038835
AUSMDU00011910	90	0.054611650485436924
AUSMDU00011911	84	0.050970873786407744
AUSMDU00011912	81	0.049150485436893154
AUSMDU00011913	90	0.054611650485436924
AUSMDU00011914	91	0.055218447
AUSMDU00011915	91	0.055218447
AUSMDU00011916	87	0.052791262135922334
AUSMDU00011917	95	0.057645631
AUSMDU00011918	101	0.061286407766990236
AUSMDU00011919	87	0.052791262135922334
AUSMDU00011920	80	0.048543689
AUSMDU00011921	85	0.05157767
AUSMDU00011922	88	0.053398058
AUSMDU00011923	97	0.058859223
AUSMDU00011924	83	0.050364078
AUSMDU00011925	94	0.057038835
AUSMDU00011926	77	0.046723301
AUSMDU00011927	81	0.049150485436893154
AUSMDU00011928	76	0.046116505
AUSMDU00011929	77	0.046723301
AUSMDU00011930	84	0.050970873786407744
AUSMDU00011931	78	0.047330097087378675
AUSMDU00011932	77	0.046723301
AUSMDU00011933	81	0.049150485436893154
AUSMDU00011934	86	0.052184466
AUSMDU00011935	91	0.055218447
AUSMDU00011936	79	0.047936893
AUSMDU00011937	85	0.05157767
AUSMDU00011938	92	0.055825243
AUSMDU00011939	86	0.052184466
AUSMDU00011940	90	0.054611650485436924
AUSMDU00011941	78	0.047330097087378675
AUSMDU00011942	96	0.058252427184465994
AUSMDU00011943	86	0.052184466
AUSMDU00011944	87	0.052791262135922334
AUSMDU00011945	90	0.054611650485436924
AUSMDU00011946	78	0.047330097087378675
AUSMDU00011947	88	0.053398058
AUSMDU00011948	86	0.052184466
AUSMDU00011949	83	0.050364078
AUSMDU00011950	85	0.05157767
AUSMDU00011951	81	0.049150485436893154
AUSMDU00011952	88	0.053398058
AUSMDU00011953	92	0.055825243
AUSMDU00011954	86	0.052184466
AUSMDU00011955	89	0.054004854
AUSMDU00011956	90	0.054611650485436924
AUSMDU00011957	84	0.050970873786407744
AUSMDU00011958	88	0.053398058
AUSMDU00011959	84	0.050970873786407744
AUSMDU00011960	88	0.053398058
AUSMDU00011961	91	0.055218447
AUSMDU00011962	91	0.055218447
AUSMDU00011963	84	0.050970873786407744
AUSMDU00011964	76	0.046116505
AUSMDU00011965	88	0.053398058
AUSMDU00011966	86	0.052184466
AUSMDU00011967	80	0.048543689
AUSMDU00011968	85	0.05157767
AUSMDU00011969	75	0.045509708737864085
AUSMDU00011970	83	0.050364078
AUSMDU00011971	77	0.046723301
AUSMDU00011972	78	0.047330097087378675
AUSMDU00011973	76	0.046116505
AUSMDU00011974	90	0.054611650485436924
AUSMDU00011975	89	0.054004854
AUSMDU00011976	77	0.046723301
AUSMDU00011977	87	0.052791262135922334
AUSMDU00011978	86	0.052184466
AUSMDU00011979	93	0.056432038834951403
AUSMDU00011980	79	0.047936893
AUSMDU00011981	87	0.052791262135922334
AUSMDU00011982	86	0.052184466
AUSMDU00011983	79	0.047936893
AUSMDU00011984	84	0.050970873786407744
AUSMDU00011985	90	0.054611650485436924
AUSMDU00011986	77	0.046723301
AUSMDU00011987	81	0.049150485436893154
AUSMDU00011988	86	0.052184466
AUSMDU00011989	84	0.050970873786407744
AUSMDU00011990	80	0.048543689
AUSMDU00011991	81	0.049150485436893154
AUSMDU00011992	80	0.048543689
AUSMDU00011993	84	0.050970873786407744
AUSMDU00011994	79	0.047936893
AUSMDU00011995	88	0.053398058
AUSMDU00011996	85	0.05157767
AUSMDU00011997	89	0.054004854
AUSMDU00011998	83	0.050364078
AUSMDU00011999	75	0.045509708737864085
AUSMDU00012000	89	0.054004854
AUSMDU00012001	81	0.049150485436893154
AUSMDU00012002	77	0.046723301
AUSMDU00012003	85	0.05157767
AUSMDU00012004	79	0.047936893
AUSMDU00012005	84	0.050970873786407744
AUSMDU00012006	82	0.049757282
AUSMDU00012007	87	0.052791262135922334
AUSMDU00012008	88	0.053398058
AUSMDU00012009	97	0.058859223
AUSMDU00012010	86	0.052184466
AUSMDU00012011	82	0.049757282
AUSMDU00012012	84	0.050970873786407744
AUSMDU00012013	91	0.055218447
AUSMDU00012014	75	0.045509708737864085
AUSMDU00012015	82	0.049757282
AUSMDU00012016	88	0.053398058
AUSMDU00012017	87	0.052791262135922334
AUSMDU00012018	84	0.050970873786407744
AUSMDU00012019	87	0.052791262135922334
AUSMDU00012087	83	0.050364078
AUSMDU00012088	89	0.054004854
AUSMDU00012089	92	0.055825243
AUSMDU00012090	77	0.046723301
AUSMDU00012091	90	0.054611650485436924
AUSMDU00012092	89	0.054004854
AUSMDU00012093	86	0.052184466
AUSMDU00012094	87	0.052791262135922334
AUSMDU00012095	85	0.05157767
AUSMDU00012096	81	0.049150485436893154
AUSMDU00012097	86	0.052184466
AUSMDU00012098	89	0.054004854
AUSMDU00012099	93	0.056432038834951403
AUSMDU00012100	85	0.05157767
AUSMDU00012101	91	0.055218447
AUSMDU00012102	82	0.049757282
AUSMDU00012103	77	0.046723301
AUSMDU00012104	84	0.050970873786407744
AUSMDU00012105	87	0.052791262135922334
AUSMDU00012106	83	0.050364078
AUSMDU00012107	85	0.05157767
AUSMDU00012108	86	0.052184466
AUSMDU00012109	85	0.05157767
AUSMDU00012110	82	0.049757282
AUSMDU00012111	88	0.053398058
AUSMDU00012112	89	0.054004854
AUSMDU00012113	85	0.05157767
AUSMDU00012114	86	0.052184466
AUSMDU00012115	92	0.055825243
AUSMDU00012116	91	0.055218447
AUSMDU00012117	84	0.050970873786407744
AUSMDU00012118	88	0.053398058
AUSMDU00012119	84	0.050970873786407744
AUSMDU00012120	82	0.049757282
AUSMDU00012121	91	0.055218447
AUSMDU00012122	95	0.057645631
AUSMDU00012123	86	0.052184466
AUSMDU00012124	84	0.050970873786407744
AUSMDU00012125	85	0.05157767
AUSMDU00012126	90	0.054611650485436924
AUSMDU00012127	78	0.047330097087378675
AUSMDU00012128	78	0.047330097087378675
AUSMDU00012129	83	0.050364078
AUSMDU00012130	78	0.047330097087378675
AUSMDU00012131	84	0.050970873786407744
AUSMDU00012132	86	0.052184466
AUSMDU00012133	92	0.055825243
AUSMDU00012134	81	0.049150485436893154
AUSMDU00012135	88	0.053398058
AUSMDU00012136	94	0.057038835
AUSMDU00012137	88	0.053398058
AUSMDU00012138	85	0.05157767
AUSMDU00012139	97	0.058859223
AUSMDU00012140	85	0.05157767
AUSMDU00012282	81	0.049150485436893154
AUSMDU00012283	77	0.046723301
AUSMDU00012284	88	0.053398058
AUSMDU00012285	77	0.046723301
AUSMDU00012286	74	0.044902913
AUSMDU00012287	83	0.050364078
AUSMDU00012288	83	0.050364078
AUSMDU00012289	86	0.052184466
AUSMDU00012290	89	0.054004854
AUSMDU00012291	79	0.047936893
AUSMDU00012292	81	0.049150485436893154
AUSMDU00012293	73	0.044296117
AUSMDU00012294	87	0.052791262135922334
AUSMDU00012295	84	0.050970873786407744
AUSMDU00012296	86	0.052184466
AUSMDU00012297	96	0.058252427184465994
AUSMDU00012298	85	0.05157767
AUSMDU00012299	80	0.048543689
AUSMDU00012300	86	0.052184466
AUSMDU00012301	82	0.049757282
AUSMDU00012302	87	0.052791262135922334
AUSMDU00012303	90	0.054611650485436924
AUSMDU00012304	91	0.055218447
AUSMDU00012305	78	0.047330097087378675
AUSMDU00012306	84	0.050970873786407744
AUSMDU00012307	85	0.05157767
AUSMDU00012308	86	0.052184466
AUSMDU00012309	87	0.052791262135922334
AUSMDU00012310	83	0.050364078
AUSMDU00012311	89	0.054004854
AUSMDU00012312	84	0.050970873786407744
AUSMDU00012313	74	0.044902913
AUSMDU00012314	89	0.054004854
AUSMDU00012315	90	0.054611650485436924
AUSMDU00012316	86	0.052184466
AUSMDU00012317	84	0.050970873786407744
AUSMDU00012318	91	0.055218447
AUSMDU00012319	85	0.05157767
AUSMDU00012320	89	0.054004854
AUSMDU00012321	91	0.055218447
AUSMDU00012322	91	0.055218447
AUSMDU00012323	84	0.050970873786407744
AUSMDU00012324	85	0.05157767
AUSMDU00012325	79	0.047936893
AUSMDU00012326	85	0.05157767
AUSMDU00012327	85	0.05157767
AUSMDU00012328	87	0.052791262135922334
AUSMDU00012329	79	0.047936893
AUSMDU00012330	78	0.047330097087378675
AUSMDU00012331	84	0.050970873786407744
AUSMDU00012332	89	0.054004854
AUSMDU00012333	77	0.046723301
AUSMDU00012334	86	0.052184466
AUSMDU00012335	78	0.047330097087378675
AUSMDU00012336	81	0.049150485436893154
AUSMDU00012337	78	0.047330097087378675
AUSMDU00012338	82	0.049757282
AUSMDU00012339	75	0.045509708737864085
AUSMDU00012340	79	0.047936893
AUSMDU00012341	91	0.055218447
AUSMDU00012342	96	0.058252427184465994
AUSMDU00012343	89	0.054004854
AUSMDU00012344	85	0.05157767
AUSMDU00012345	90	0.054611650485436924
AUSMDU00012346	87	0.052791262135922334
AUSMDU00012347	94	0.057038835
AUSMDU00012348	90	0.054611650485436924
AUSMDU00012386	96	0.058252427184465994
AUSMDU00012387	86	0.052184466
AUSMDU00012388	83	0.050364078
AUSMDU00012390	87	0.052791262135922334
AUSMDU00012391	95	0.057645631
AUSMDU00012392	88	0.053398058
AUSMDU00012393	78	0.047330097087378675
AUSMDU00012394	85	0.05157767
AUSMDU00012395	82	0.049757282
AUSMDU00012396	85	0.05157767
